company_original,company_processed,matched_assignee_original,matched_assignee_processed,similarity_score,valid_match,notes
LEVEL 3 COMMUNICATIONS INC,level 3 communications,"Level 3 Communications, LLC",level 3 communications,0.9999997615814209,True,
LEVEL ONE COMMUNICATIONS INC,level one communications,"Level One Communications, Inc.",level one communications,1.0,True,
LEVI STRAUSS & CO,levi strauss,Levi Strauss & Co.,levi strauss,0.9999998211860657,True,
LEVINGSTON SHIPBUILDING CO,levingston shipbuilding,Levingston Shipbuilding Company,levingston shipbuilding,0.9999999403953552,True,
LEXAR MEDIA INC,lexar media,"Lexar Media, Inc.",lexar media,1.0,True,
LEXENT INC,lexent,Lexent Inc.,lexent,1.0,True,
LEXICON PHARMACEUTICALS INC,lexicon pharmaceuticals,"LEXICON PHARMACEUTICALS, INC.",lexicon pharmaceuticals,1.0,True,
LEXIDATA CORP,lexidata,Lexidata Corporation,lexidata,1.0,True,
LEXITRON CORP,lexitron,Lexitron Corporation,lexitron,1.0,True,
LFE CORP,lfe,LFE Corporation,lfe,0.9999999403953552,True,
LG DISPLAY CO LTD,lg display,"LG DISPLAY CO., LTD.",lg display,0.9999998211860657,True,
LGS GROUP INC,lgs,"LGS CORPORATION Co., Ltd.",lgs,0.9999998211860657,True,
LHC GROUP INC,lhc,"LHC Group, Inc.",lhc,1.0,True,
LHS GROUP INC,lhs,"LHS Group, Inc.",lhs,1.0,True,
LI-CYCLE HOLDINGS CORP,li cycle,Li-Cycle Corp.,li cycle,1.0,True,
LIBBEY INC,libbey,"Libbey, Inc.",libbey,1.0,True,
LIBBY MCNEILL & LIBBY,libby mcneill libby,"Libby, McNeil & Libby",libby mcneil libby,0.9575088024139404,True,
LIBERATE TECHNOLOGIES,liberate technologies,Liberate Technologies,liberate technologies,1.0,True,
LIBERTY CORP,liberty,"Liberty Holdings, LLC",liberty,1.0,True,
LIBERTY FABRICS OF NY INC,liberty fabrics ny,"Liberty Fabrics of NY, Inc.",liberty fabrics ny,1.0,True,
LIBERTY GOLD CORP,liberty gold,"Liberty Gold International, Ltd",liberty gold,1.0,True,
LIBERTY TECHNOLOGIES INC,liberty technologies,"Liberty Technologies, Inc.",liberty technologies,1.0,True,
LIEBERT CORP,liebert,Liebert Corporation,liebert,1.0,True,
LIFE SCIENCES INC,life sciences,"INTERNATIONAL LIFE SCIENCES, LLC",life sciences,1.0,True,
LIFE TECHNOLOGIES CORP,life technologies,Life Technologies Corporation,life technologies,0.9999999403953552,True,
LIFE TECHNOLOGIES CORP,life technologies,Life Technologies Corporation,life technologies,0.9999998807907104,True,
LIFE360 INC,life360,"Life360, Inc.",life360,0.9999998807907104,True,
LIFECELL CORP,lifecell,LifeCell Corporation,lifecell,1.0,True,
LIFECORE BIOMEDICAL INC,lifecore biomedical,"Lifecore Biomedical, LLC",lifecore biomedical,1.0,True,
LIFELINE SYSTEMS INC,lifeline systems,Lifeline Systems Company,lifeline systems,0.9999998807907104,True,
LIFELOC TECHNOLOGIES INC,lifeloc technologies,"LIFELOC TECHNOLOGIES, INC.",lifeloc technologies,1.0,True,
LIFEPOINT INC,lifepoint,"Lifepoint, Inc.",lifepoint,0.9999998807907104,True,
LIFESTREAM TECHNOLOGIES INC,lifestream technologies,Lifestream Technologies Inc.,lifestream technologies,1.0,True,
LIFETIME BRANDS INC,lifetime brands,"LIFETIME BRANDS, INC.",lifetime brands,1.0,True,
LIFETIME PRODUCTS INC,lifetime products,"LIFETIME PRODUCTS, INC.",lifetime products,1.0,True,
LIFEVANTAGE CORP,lifevantage,LIFEVANTAGE CORPORATION,lifevantage,0.9999998807907104,True,
LIGAND PHARMACEUTICAL INC,ligand pharmaceutical,LIGAND PHARMACEUTICALS INC.,ligand pharmaceuticals,0.9676485061645508,True,
LIGHTBRIDGE CORP,lightbridge,Lightbridge Corporation,lightbridge,0.9999998807907104,True,
LIGHTING SCIENCE GROUP CORP,lighting science,Lighting Science Group Corporation,lighting science,1.0,True,
LIGHTOLIER INC,lightolier,Lightolier,lightolier,1.0,True,
LIGHTPATH TECHNOLOGIES INC,lightpath technologies,"LightPath Technologies, Inc.",lightpath technologies,0.9999998807907104,True,
LIGHTSPAN INC,lightspan,"Lightspan, LLC",lightspan,1.0,True,
LIGHTWAVE LOGIC INC,lightwave logic,"LIGHTWAVE LOGIC, INC.",lightwave logic,1.0,True,
LIME ENERGY CO,lime energy,Lime Energy Co.,lime energy,1.0,True,
LIMINAL BIOSCIENCES INC,liminal biosciences,LIMINAL BIOSCIENCES LIMITED,liminal biosciences,1.0,True,
LIMONEIRA CO,limoneira,Limoneira Company,limoneira,1.0,True,
LINAMAR CORP,linamar,Linamar Corporation,linamar,1.0,True,
LINCOLN VENTURES LTD,lincoln ventures,Lincoln Ventures Limited,lincoln ventures,1.0,True,
LINDBERG CORP,lindberg,Lindberg Corporation,lindberg,1.0,True,
LINDE PLC,linde,Linde Aktiengesellschaft,linde,1.0,True,
LINDSAY CORP,lindsay,Lindsay Corporation,lindsay,1.0,True,
LINE CORP,line,LINE CORPORATION,line,1.0,True,
LINEAGE CELL THERAPEUTICS IN,lineage cell therapeutics in,"LINEAGE CELL THERAPEUTICS, INC.",lineage cell therapeutics,0.9879982471466064,True,
LINEAR CORP,linear,LINEAR SRL,linear,1.0,True,
LINEAR FILMS INC,linear films,"Linear Films, Inc.",linear films,1.0,True,
LINEAR INSTRUMENTS CORP,linear instruments,Linear Instruments,linear instruments,1.0,True,
LINEAR TECHNOLOGY CORP,linear technology,Linear Technology Holding LLC,linear technology,1.0,True,
LINK GROUP INC,link,Link Holdings LLC,link,0.9999998807907104,True,
LINKEDIN CORP,linkedin,LinkedIn Corporation,linkedin,0.9999997615814209,True,
LINKSHARE CORP,linkshare,Linkshare Corporation,linkshare,1.0,True,
LINMOR INC,linmor,Linmor Inc.,linmor,0.9999998807907104,True,
LINX SA,linx,LINX SRL,linx,0.9999998807907104,True,
LION INC,lion,Lion Corporation,lion,1.0,True,
LIONBRIDGE TECHNOLOGIES INC,lionbridge technologies,"Lionbridge Technologies, LLC",lionbridge technologies,1.0,True,
LIONEL CORP,lionel,Lionel LLC,lionel,1.0,True,
LIPE ROLLWAY CORP,lipe rollway,Lipe-Rollway Corporation,lipe rollway,0.9999997615814209,True,
LIPELLA PHARMACEUTICALS INC,lipella pharmaceuticals,LIPELLA PHARMACEUTICALS INC.,lipella pharmaceuticals,1.0,True,
LIPID SCIENCES INC,lipid sciences,"Lipid Sciences, Inc.",lipid sciences,1.0,True,
LIPOCINE INC,lipocine,Lipocine Inc.,lipocine,1.0,True,
LIPOSCIENCE INC,liposcience,"LipoScience, Inc.",liposcience,1.0,True,
LIPOSOME CO INC,liposome,"The Liposome Company, Inc.",liposome,1.0,True,
LIQUI-BOX CORP,liqui box,Liqui-Box Corporation,liqui box,0.9999998807907104,True,
LIQUID AIR CORP,liquid air,Liquid Air Corporation,liquid air,1.0,True,
LIQUID HOLDINGS GROUP INC,liquid,"Liquid Holdings Group, Inc.",liquid,0.9999999403953552,True,
LIQUIDITY SERVICES INC,liquidity services,Liquidity Services Inc.,liquidity services,1.0,True,
LIQUIDMETAL TECHNOLOGIES,liquidmetal technologies,"LIQUIDMETAL TECHNOLOGIES, INC.",liquidmetal technologies,1.0,True,
LITTELFUSE INC,littelfuse,"Littelfuse, Inc.",littelfuse,1.0,True,
LITTON INDUSTRIES INC,litton industries,"Litton Industries, Inc.",litton industries,0.9999997615814209,True,
LIVE NATION ENTERTAINMENT,live nation entertainment,"Live Nation Entertainment, Inc.",live nation entertainment,1.0,True,
LIVEPERSON INC,liveperson,"LIVEPERSON, INC.",liveperson,1.0,True,
LIVERAMP HOLDINGS INC,liveramp,"LiveRamp, Inc.",liveramp,1.0,True,
LIVINGSTON INDUSTRIES LTD,livingston industries,Livingston Industries Incorporated,livingston industries,1.0,True,
LIXTE BIOTECHNOLOGY HOLDINGS,lixte biotechnology,"Lixte Biotechnology, Inc.",lixte biotechnology,1.0,True,
LJL BIOSYSTEMS INC,ljl biosystems,"LJL Biosystems, Inc.",ljl biosystems,1.0,True,
LJN TOYS LTD,ljn toys,"LJN Toys, Ltd.",ljn toys,1.0,True,
LLOYD'S ELECTRONICS,lloyd s electronics,"Lloyd's Electronics, Inc.",lloyd s electronics,0.9999999403953552,True,
LLOYDS BANKING GROUP PLC,lloyds banking,Lloyds Banking Group PLC,lloyds banking,0.9999998807907104,True,
LOADMASTER SYSTEMS,loadmaster systems,"Loadmaster Systems, Inc.",loadmaster systems,0.9999998807907104,True,
LOCAL CORP,local,LOCAL CORPORATION,local,0.9999997019767761,True,
LOCATION BASED TECHNOLOGIES,location based technologies,"Location Based Technologies, Inc.",location based technologies,1.0,True,
LOCKHEED MARTIN CORP,lockheed martin,Lockheed Martin Corporation,lockheed martin,1.0,True,
LOCTITE CORP,loctite,Loctite Corporation,loctite,1.0,True,
LODESTAR HOLDINGS INC,lodestar,LODESTAR Inc.,lodestar,0.9999999403953552,True,
LODGE & SHIPLEY CO,lodge shipley,The Lodge & Shipley Company,lodge shipley,1.0,True,
LODGENET INTERACTIVE CORP,lodgenet interactive,Lodgenet Interactive Corporation,lodgenet interactive,1.0,True,
LOGETRONICS INC,logetronics,"LogEtronics, Inc.",logetronics,1.0,True,
LOGIC CORP,logic,"Logic Co., Ltd.",logic,1.0,True,
LOGIC DEVICES INC,logic devices,Logic Devices Incorporated,logic devices,1.0,True,
LOGICBIO THERAPEUTICS INC,logicbio therapeutics,"LogicBio Therapeutics, Inc.",logicbio therapeutics,0.9999999403953552,True,
LOGICMARK INC,logicmark,"LogicMark, Inc.",logicmark,1.0,True,
LOGICON INC,logicon,"Logicon, Inc.",logicon,0.9999997615814209,True,
LOGICVISION INC,logicvision,"LogicVision, Inc.",logicvision,1.0,True,
LOGILITY INC,logility,"Logility, Inc.",logility,1.0,True,
LOGITECH INTERNATIONAL SA,logitech,"LOGITECH, INC.",logitech,1.0,True,
LOGITEK INC,logitek,"Logitek, Inc.",logitek,1.0,True,
LOGMEIN INC,logmein,"LogMeIn, Inc.",logmein,1.0,True,
LOJACK CORP,lojack,LoJack Corporation,lojack,0.9999998807907104,True,
LONDONTOWN CORP,londontown,Londontown Corporation,londontown,1.0,True,
LONE STAR INDUSTRIES,lone star industries,"Lone Star Industries, Inc.",lone star industries,1.0,True,
LONE STAR TECHNOLOGIES,lone star technologies,"Lone Star Technologies, Inc.",lone star technologies,1.0,True,
LONGEVERON INC,longeveron,"LONGEVERON, INC.",longeveron,1.0,True,
LONGPORT INC,longport,Longport Incorporated,longport,1.0,True,
LONGVIEW FIBRE CO,longview fibre,Longview Fibre Company,longview fibre,1.0,True,
LOOKSMART GROUP INC,looksmart,"LookSmart, Ltd.",looksmart,0.9999999403953552,True,
LOOMIS CORP,loomis,Loomis International,loomis,1.0,True,
LOOP ENERGY INC,loop energy,Loop Energy Inc.,loop energy,1.0,True,
LOOP INDUSTRIES INC,loop industries,"LOOP INDUSTRIES, INC.",loop industries,1.0,True,
LORAL SPACE & COMMUNICATIONS,loral space communications,"Loral Space & Communications, Ltd.",loral space communications,1.0,True,
LOREN INDUSTRIES INC,loren industries,"Loren Industries, Inc.",loren industries,0.9999999403953552,True,
LORILLARD INC,lorillard,"Lorillard, Inc.",lorillard,0.9999997615814209,True,
LOTUS DEVELOPMENT CORP,lotus development,Lotus Development Corp.,lotus development,0.9999999403953552,True,
LOTUS PHARMACEUTICALS INC,lotus pharmaceuticals,"LOTUS PHARMACEUTICAL CO., LTD.",lotus pharmaceutical,0.9880043268203735,True,
LOUD TECHNOLOGIES INC,loud technologies,LOUD Technologies Inc,loud technologies,0.9999998807907104,True,
LOUDEYE CORP,loudeye,Loudeye Corp.,loudeye,1.0,True,
LOUISIANA LAND & EXPLORATION,louisiana land exploration,The Louisiana Land & Exploration Co.,louisiana land exploration,1.0,True,
LOUISIANA-PACIFIC CORP,louisiana pacific,LOUISIANA-PACIFIC CORP.,louisiana pacific,1.0,True,
LOVESAC CO (THE),lovesac,The Lovesac Company,lovesac,0.9999998807907104,True,
LOWRANCE ELECTRONICS INC,lowrance electronics,"Lowrance Electronics, Inc.",lowrance electronics,0.9999998807907104,True,
LOXO ONCOLOGY INC,loxo oncology,Loxo Oncology Inc.,loxo oncology,0.9999998807907104,True,
LPA HOLDING CORP,lpa,LPA CORP,lpa,1.0,True,
LPATH INC,lpath,"Lpath, Inc.",lpath,1.0,True,
LQ CORPORATION INC,lq,LQ Corporation,lq,1.0,True,
LRC INC,lrc,"LRC Holding Company, Inc.",lrc,1.0,True,
LSB CORP,lsb,"LSB CO., LTD.",lsb,0.9999998807907104,True,
LSB INDUSTRIES INC,lsb industries,"LSB Industries, Inc.",lsb industries,1.0,True,
LSI CORP,lsi,LSI,lsi,1.0,True,
LSI INDUSTRIES INC,lsi industries,"LSI Industries, Inc.",lsi industries,1.0,True,
LTV AEROSPACE & DEFENSE CO,ltv aerospace defense,LTV Aerospace and Defense Company,ltv aerospace defense,1.0,True,
LTV CORP,ltv,LTV,ltv,0.9999997615814209,True,
LTV STEEL CO INC,ltv steel,"LTV Steel Company, Inc.",ltv steel,1.0,True,
LUBRIZOL CORP,lubrizol,The Lubrizol Corporation,lubrizol,1.0,True,
LUCAS GC LTD,lucas gc,Lucas GC Limited,lucas gc,1.0,True,
LUCAS VARITY PLC,lucas varity,Lucas Varity GmbH,lucas varity,1.0,True,
LUCENT TECHNOLOGIES INC,lucent technologies,LUCENT TECHNOLOGIES INC.,lucent technologies,1.0,True,
LUCID GROUP INC,lucid,"Lucid Holdings, LLC",lucid,1.0,True,
LUCIRA HEALTH INC,lucira health,"Lucira Health, Inc.",lucira health,1.0,True,
LUDLOW CORP,ludlow,Ludlow Company LP,ludlow,1.0,True,
LUDWIG ENTERPRISES INC,ludwig enterprises,"Ludwig Enterprises, Inc",ludwig enterprises,0.9999998807907104,True,
LUFKIN INDUSTRIES INC,lufkin industries,"Lufkin Industries, LLC",lufkin industries,1.0,True,
LUKENS INC,lukens,"Lukens, Inc.",lukens,1.0,True,
LUKENS MEDICAL CORP,lukens medical,Lukens Medical Corporation,lukens medical,0.9999999403953552,True,
LUMENIS LTD,lumenis,Lumenis Ltd.,lumenis,1.0,True,
LUMENPULSE INC,lumenpulse,LUMENPULSE GROUP INC.,lumenpulse,1.0,True,
LUMERA CORP,lumera,Lumera Corporation,lumera,0.9999998807907104,True,
LUMINAR TECHNOLOGIES INC,luminar technologies,"Luminar Technologies, Inc.",luminar technologies,0.9999997615814209,True,
LUMINENT INC,luminent,Luminent Incorporated,luminent,1.0,True,
LUMINEX CORP,luminex,Luminex Corporation,luminex,1.0,True,
LUMISYS INC,lumisys,"Lumisys, Inc.",lumisys,0.9999997019767761,True,
LUMOS PHARMA INC,lumos pharma,"Lumos Pharma, Inc.",lumos pharma,0.9999999403953552,True,
LUNA INNOVATIONS INC,luna innovations,LUNA INNOVATIONS INCORPORATED,luna innovations,0.9999998807907104,True,
LUNAR CORPORATION,lunar,Lunar Corporation,lunar,0.9999998807907104,True,
LUND INTL HOLDINGS INC,lund,Lund International,lund,0.9999998807907104,True,
LUNDY ELECTRONICS & SYSTEMS,lundy electronics systems,"Lundy Electronics & Systems, Inc.",lundy electronics systems,1.0,True,
LUXELL TECHNOLOGIES INC,luxell technologies,"Luxell Technologies, Inc.",luxell technologies,0.9999998211860657,True,
LUXFER HOLDINGS PLC,luxfer,LUXFER GROUP LIMITED,luxfer,1.0,True,
LXE INC,lxe,"LXE, Inc.",lxe,1.0,True,
LXN CORP,lxn,LXN Corporation,lxn,1.0,True,
LXR BIOTECHNOLOGY INC,lxr biotechnology,"LXR Biotechnology, Inc.",lxr biotechnology,1.0,True,
LYCOS INC,lycos,"Lycos, Inc.",lycos,1.0,True,
LYDALL INC,lydall,"Lydall, Inc.",lydall,1.0,True,
LYELL IMMUNOPHARMA INC,lyell immunopharma,"Lyell Immunopharma, Inc.",lyell immunopharma,1.0,True,
LYFT INC,lyft,"Lyft, Inc.",lyft,1.0,True,
LYNDEN INC,lynden,Lynden Incorporated,lynden,0.9999998807907104,True,
LYNUXWORKS INC,lynuxworks,"Lynuxworks, Inc.",lynuxworks,1.0,True,
LYNX THERAPEUTICS INC,lynx therapeutics,"Lynx Therapeutics, Inc.",lynx therapeutics,1.0,True,
LYON METAL PRODUCTS INC,lyon metal products,"Lyon Metal Products, Incorporated",lyon metal products,0.9999999403953552,True,
LYONDELL CHEMICAL CO,lyondell chemical,LYONDELL CHEMICAL COMPANY,lyondell chemical,0.9999997615814209,True,
LYPHOMED INC,lyphomed,"Lyphomed, Inc.",lyphomed,0.9999999403953552,True,
LYRA THERAPEUTICS INC,lyra therapeutics,"LYRA THERAPEUTICS, INC.",lyra therapeutics,1.0,True,
M G PRODUCTS INC,m g products,"M.G. Products, Inc.",m g products,1.0,True,
M&T BANK CORP,m t bank,M&T Bank Corporation,m t bank,1.0,True,
M-TRON INDUSTRIES INC,m tron industries,"M-TRON INDUSTRIES, INC.",m tron industries,1.0,True,
M/A-COM INC,m a com,"M/A-Com, Inc.",m a com,1.0,True,
M/A/R/C INC,m a r c,M/A/R/C/ Inc.,m a r c,1.0,True,
MAAX INC,maax,"MAAX, Inc.",maax,1.0,True,
MACANDREWS & FORBES HOLDINGS,macandrews forbes,MacAndrews and Forbes Company,macandrews forbes,1.0,True,
MACANDREWS & FORBES HOLDINGS,macandrews forbes,MacAndrews and Forbes Company,macandrews forbes,1.0,True,
MACDERMID INC,macdermid,"MacDermid, Incorporated",macdermid,0.9999998211860657,True,
MACE SECURITY INTL INC,mace security,Mace Security International,mace security,1.0,True,
MACGREGOR SPORTING GOODS INC,macgregor sporting goods,"MacGregor Sporting Goods, Inc.",macgregor sporting goods,1.0,True,
MACK TRUCKS INC,mack trucks,"Mack Trucks, Inc.",mack trucks,0.9999996423721313,True,
MACMILLAN BLOEDEL LTD,macmillan bloedel,MacMillan Bloedel Limited,macmillan bloedel,1.0,True,
MACROCURE LTD,macrocure,"MacroCure, Ltd.",macrocure,1.0,True,
MACROGENICS INC,macrogenics,"MacroGenics, In",macrogenics in,0.9526565074920654,True,
MACROMEDIA INC,macromedia,"MACROMEDIA, INC.",macromedia,1.0,True,
MACRONIX INTL CO LTD,macronix,"Macronix, Inc.",macronix,0.9999998211860657,True,
MACY'S INC,macy s,"Macy's, Inc.",macy s,1.0,True,
MAD CATZ INTERACTIVE INC,mad catz interactive,"MAD CATZ INTERACTIVE, INC.",mad catz interactive,1.0,True,
MADGE NETWORKS NV,madge networks,Madge Networks Limited,madge networks,1.0,True,
MADISON GAS & ELECTRIC CO,madison gas electric,Madison Gas and Electric Company,madison gas electric,1.0,True,
MADRIGAL PHARMACEUTICALS INC,madrigal pharmaceuticals,"Madrigal Pharmaceuticals, Inc.",madrigal pharmaceuticals,1.0,True,
MAGIC CHEF INC,magic chef,Magic Chef,magic chef,1.0,True,
MAGIC LANTERN GROUP INC,magic lantern,"Magic Lantern, LLC",magic lantern,1.0,True,
MAGIC MARKER CORP,magic marker,Magic Marker Corporation,magic marker,0.9999997615814209,True,
MAGICJACK VOCALTEC LTD,magicjack vocaltec,"MagicJack VocalTec., Ltd.",magicjack vocaltec,1.0,True,
MAGMA COPPER CO,magma copper,Magma Copper Company,magma copper,1.0,True,
MAGMA DESIGN AUTOMATION INC,magma design automation,"Magma Design Automation, Inc.",magma design automation,0.9999998807907104,True,
MAGMA ENERGY INC,magma energy,"Magma Energy, Inc.",magma energy,1.0,True,
MAGMA POWER CO,magma power,Magma Power Company,magma power,1.0,True,
MAGNA GROUP INC,magna,Magna Limited,magna,1.0,True,
MAGNA GROUP INC,magna,Magna Limited,magna,1.0,True,
MAGNA GROUP INC,magna,Magna Limited,magna,1.0,True,
MAGNACHIP SEMICONDUCTOR CORP,magnachip semiconductor,"MagnaChip Semiconductor, Ltd.",magnachip semiconductor,1.0,True,
MAGNAVOX CO,magnavox,The Magnavox Company,magnavox,1.0,True,
MAGNET FORENSICS INC,magnet forensics,Magnet Forensics Inc.,magnet forensics,1.0,True,
MAGNETEK INC,magnetek,"Magnetek, Inc.",magnetek,1.0,True,
MAGNETIC INFORMATION TECH,magnetic information tech,"Magnetic Information Technology, Inc.",magnetic information technology,0.961995005607605,True,
MAGNETIC METALS CO,magnetic metals,Magnetic Metals Corporation,magnetic metals,0.9999997615814209,True,
MAGNETIC TECHNOLOGIES CORP,magnetic technologies,Magnetic Technologies AG,magnetic technologies,1.0,True,
MAGNETICS INTERNATIONAL INC,magnetics,"Magnetics, Inc.",magnetics,1.0,True,
MAGNITE INC,magnite,"Magnite, Inc.",magnite,0.9999998807907104,True,
MAGSTAR TECHNOLOGIES INC,magstar technologies,"MagStar Technologies, Inc.",magstar technologies,1.0,True,
MAIDENFORM BRANDS INC,maidenform brands,"Maidenform Brands, Inc.",maidenform brands,0.9999998807907104,True,
MAINSTREAM ENGINEERING INC,mainstream engineering,Mainstream Engineering Corporation,mainstream engineering,1.0,True,
MAJESCO,majesco,"Majesco Holdings, Inc.",majesco,1.0,True,
MAJESTIC CONTRACTORS LTD,majestic contractors,Majestic Contractors Limited,majestic contractors,0.9999997615814209,True,
MAJOR GROUP INC,major,The Major Group Inc.,major,1.0,True,
MAKEMUSIC INC,makemusic,MAKEMUSIC,makemusic,1.0,True,
MAKER COMMUNICATIONS INC,maker communications,"Maker Communications, Inc.",maker communications,1.0,True,
MAKITA CORP,makita,MAKITA CORPORATION,makita,0.9999996423721313,True,
MAKO SURGICAL CORP,mako surgical,MAKO Surgical Corp.,mako surgical,1.0,True,
MALIBU BOATS INC,malibu boats,"Malibu Boats, LLC",malibu boats,0.9999997019767761,True,
MALLINCKRODT PLC,mallinckrodt,Mallinckrodt International Corp.,mallinckrodt,0.9999999403953552,True,
MALLINCKRODT PLC,mallinckrodt,Mallinckrodt International Corp.,mallinckrodt,0.9999999403953552,True,
MANAC INC,manac,MANAC INC.,manac,1.0,True,
MANAGEMENT GRAPHICS INC,management graphics,"Management Graphics, Inc.",management graphics,1.0,True,
MANATRON INC,manatron,"Manatron, Inc.",manatron,0.9999999403953552,True,
MANDALAY RESORT GROUP,mandalay resort,Mandalay Resort Group,mandalay resort,1.0,True,
MANDIANT INC,mandiant,"Mandiant, Inc.",mandiant,1.0,True,
MANHATTAN ASSOCIATES INC,manhattan associates,"Manhattan Associates, Inc.",manhattan associates,0.9999999403953552,True,
MANHATTAN BRIDGE CAPITAL INC,manhattan bridge capital,"Manhattan Bridge Capital, Inc.",manhattan bridge capital,1.0,True,
MANHATTAN INDUSTRIES INC,manhattan industries,"Manhattan Industries, Inc.",manhattan industries,1.0,True,
MANHATTAN SCIENTIFICS INC,manhattan scientifics,"Manhattan Scientifics, Inc.",manhattan scientifics,1.0,True,
MANITOWOC CO,manitowoc,"The Manitowoc Company, Inc.",manitowoc,1.0,True,
MANNATECH INC,mannatech,"MANNATECH, INC.",mannatech,1.0,True,
MANNKIND CORP,mannkind,MannKind Corp.,mannkind,1.0,True,
MANSION INDUSTRIES INC,mansion industries,"Mansion Industries, Inc.",mansion industries,1.0,True,
MANTECH INTL CORP,mantech,Mantech Limited,mantech,1.0,True,
MANUFACTURERS SERVICES LTD,manufacturers services,Manufacturers' Services Ltd.,manufacturers services,0.9999999403953552,True,
MANUFACTURING DATA SYSTEMS,manufacturing data systems,"Manufacturing Data Systems, Inc.",manufacturing data systems,1.0,True,
